TripID,Date,From_Station,To_Station,Distance_km,Fare,Cost_per_passenger,Passengers,Ticket_Type,Remarks,Profit_per_passenger,Profit
91556,2022-10-18,Noida City Centre,Shivaji Park,1.24,170.07,13.2,31.0,Return,,156.87,4862.97
3682,2022-05-18,Chandni Chowk,Old Delhi,3.16,109.26,26.74,14.0,Smart Card,,82.52000000000001,1155.2800000000002
19404,2024-02-20,Model Town,Kalkaji Mandir,2.89,42.64,109.92,22.0,Tourist Card,weekend,-67.28,-1480.16
29476,2024-06-15,Punjabi Bagh,Netaji Subhash Place,10.7,185.4,11.87,15.0,Single,festival,173.53,2602.95
144426,2024-02-11,Rajiv Chowk,Noida City Centre,7.21,134.02,67.49,24.0,Tourist Card,peak,66.53000000000002,1596.7200000000003
69522,2022-05-17,Barakhamba Road,Jasola Vihar,5.15,113.1,66.97,20.0,Tourist Card,weekend,46.129999999999995,922.5999999999999
15199,2022-08-10,Pragati Maidan,Old Delhi,7.78,148.3,57.64,20.0,Tourist Card,weekend,90.66000000000001,1813.2000000000003
107510,2024-09-04,Dilshad Garden,Shivaji Park,3.36,17.1,113.05,9.0,Single,maintenance,-95.94999999999999,-863.55
37046,2022-12-16,Dilshad Garden,Kashmere Gate,4.71,133.59,6.14,19.0,Single,,127.45,2421.55
69203,2023-11-18,Janakpuri West,Mandi House,3.34,158.63,38.1,17.0,Single,festival,120.53,2049.01
73949,2024-10-06,Chandni Chowk,Kirti Nagar,10.15,77.85,15.07,24.0,Smart Card,maintenance,62.779999999999994,1506.7199999999998
55045,2022-09-05,Rajiv Chowk,Model Town,1.01,120.82,115.31,29.0,Return,,5.509999999999991,159.78999999999974
18831,2024-09-01,Barakhamba Road,Model Town,1.58,42.33,63.27,19.0,Smart Card,maintenance,-20.940000000000005,-397.86000000000007
88742,2024-12-21,Kashmere Gate,Barakhamba Road,3.31,79.26,36.58,24.0,Smart Card,off-peak,42.68000000000001,1024.3200000000002
104825,2022-04-08,Dilshad Garden,Janakpuri West,8.94,24.67,23.46,14.0,Smart Card,festival,1.2100000000000009,16.940000000000012
126538,2022-06-29,Mandi House,Hauz Khas,1.75,143.99,80.71,20.0,Return,festival,63.280000000000015,1265.6000000000004
88371,2022-07-08,Laxmi Nagar,Barakhamba Road,6.64,132.7,10.25,16.0,Return,festival,122.44999999999999,1959.1999999999998
90880,2024-11-13,Hauz Khas,Punjabi Bagh,11.37,12.77,40.74,24.0,Tourist Card,weekend,-27.970000000000002,-671.2800000000001
85093,2023-08-06,Noida City Centre,Inderlok,0.85,199.32,34.2,25.0,Tourist Card,,165.12,4128.0
113769,2024-09-21,Inderlok,Jasola Vihar,7.48,24.79,36.98,23.0,Smart Card,maintenance,-12.189999999999998,-280.36999999999995
11832,2024-05-27,Chandni Chowk,Laxmi Nagar,2.62,135.23,50.35,21.0,Return,maintenance,84.88,1782.48
28743,2023-11-11,Mandi House,New Delhi,1.02,96.75,86.78,16.0,Tourist Card,weekend,9.969999999999999,159.51999999999998
82465,2022-12-30,Aiims,New Delhi,9.33,99.89,10.01,15.0,Return,maintenance,89.88,1348.1999999999998
99509,2024-08-07,Laxmi Nagar,Dilshad Garden,14.4,157.4,68.18,26.0,Return,off-peak,89.22,2319.72
42026,2023-08-22,Central Secretariat,Noida City Centre,7.01,31.76,93.78,27.0,Tourist Card,maintenance,-62.019999999999996,-1674.54
2638,2024-04-13,Inderlok,Dilshad Garden,0.62,161.09,116.67,19.0,Smart Card,festival,44.42,843.98
57914,2024-12-19,Aiims,Inderlok,4.32,77.39,90.72,21.0,Return,off-peak,-13.329999999999998,-279.92999999999995
83309,2023-10-20,Shivaji Park,Dilshad Garden,17.67,195.61,25.07,17.0,Single,,170.54000000000002,2899.1800000000003
145015,2022-12-07,Kalkaji Mandir,Pragati Maidan,4.65,10.95,60.45,28.0,Tourist Card,off-peak,-49.5,-1386.0
83789,2024-02-17,Inderlok,New Delhi,6.97,155.31,72.36,22.0,Tourist Card,peak,82.95,1824.9
131950,2024-09-05,Kashmere Gate,Model Town,4.08,179.1,41.05,20.0,Tourist Card,,138.05,2761.0
123077,2022-02-09,Laxmi Nagar,Old Delhi,3.75,19.14,71.56,19.0,Smart Card,peak,-52.42,-995.98
82019,2023-03-21,Dilshad Garden,Central Secretariat,5.33,33.91,70.65,19.0,Tourist Card,festival,-36.74000000000001,-698.0600000000002
135452,2024-07-02,Punjabi Bagh,Model Town,7.12,145.55,88.49,14.0,Tourist Card,peak,57.06000000000002,798.8400000000003
143030,2023-12-23,Noida City Centre,Inderlok,1.9,16.64,71.17,19.0,Tourist Card,peak,-54.53,-1036.07
93110,2022-04-02,Jasola Vihar,Kalkaji Mandir,1.68,187.05,74.78,10.0,Smart Card,,112.27000000000001,1122.7
69445,2024-03-08,Chandni Chowk,Model Town,21.1,186.28,105.72,19.0,Smart Card,off-peak,80.56,1530.64
141836,2023-02-17,Old Delhi,Kashmere Gate,1.7,10.57,104.01,16.0,Single,peak,-93.44,-1495.04
20837,2023-01-02,Model Town,Kashmere Gate,1.3,21.89,73.09,15.0,Single,weekend,-51.2,-768.0
106380,2024-03-06,Kalkaji Mandir,Central Secretariat,7.79,149.87,50.02,21.0,Return,maintenance,99.85,2096.85
32153,2024-07-25,Jasola Vihar,Inderlok,3.02,19.7,66.45,22.0,Smart Card,peak,-46.75,-1028.5
144234,2024-02-06,Mandi House,Central Secretariat,1.05,113.3,26.8,22.0,Return,peak,86.5,1903.0
56117,2024-08-04,Netaji Subhash Place,Model Town,2.62,24.62,35.7,21.0,Single,,-11.080000000000002,-232.68000000000004
127044,2022-02-01,New Delhi,Kalkaji Mandir,13.45,35.67,54.52,11.0,Single,maintenance,-18.85,-207.35000000000002
106751,2023-09-02,Netaji Subhash Place,Chandni Chowk,9.21,167.64,84.31,13.0,Tourist Card,off-peak,83.32999999999998,1083.2899999999997
78013,2023-11-05,Jasola Vihar,Netaji Subhash Place,10.66,130.7,59.79,24.0,Tourist Card,,70.91,1701.84
33758,2023-02-09,Hauz Khas,Jasola Vihar,7.14,172.2,111.22,20.0,Return,off-peak,60.97999999999999,1219.6
35451,2022-08-17,Chandni Chowk,Dilshad Garden,1.92,168.72,74.4,24.0,Smart Card,off-peak,94.32,2263.68
51661,2023-01-26,Pragati Maidan,Kalkaji Mandir,5.73,132.16,114.8,30.0,Smart Card,,17.36,520.8
82929,2022-06-19,Rajiv Chowk,Shivaji Park,8.24,141.87,26.3,26.0,Smart Card,weekend,115.57000000000001,3004.82
39149,2022-10-20,Kirti Nagar,Barakhamba Road,1.36,109.32,61.61,22.0,Smart Card,weekend,47.709999999999994,1049.62
120045,2024-10-11,Kalkaji Mandir,Rajouri Garden,13.3,77.7,5.35,26.0,Return,off-peak,72.35000000000001,1881.1000000000001
87893,2023-11-19,Pragati Maidan,Noida City Centre,1.32,47.12,81.87,28.0,Tourist Card,peak,-34.75000000000001,-973.0000000000002
118423,2022-01-24,Netaji Subhash Place,Janakpuri West,7.31,17.11,63.89,20.0,Smart Card,festival,-46.78,-935.6
88075,2023-04-25,Kalkaji Mandir,Shivaji Park,2.98,131.24,89.09,22.0,Tourist Card,peak,42.150000000000006,927.3000000000002
60102,2024-10-14,Inderlok,Laxmi Nagar,3.98,197.25,14.59,15.0,Tourist Card,maintenance,182.66,2739.9
48868,2023-02-28,Shivaji Park,Kalkaji Mandir,2.06,146.69,25.83,22.0,Return,maintenance,120.86,2658.92
102128,2023-04-03,Dilshad Garden,Kashmere Gate,3.0,29.85,56.6,18.0,Return,peak,-26.75,-481.5
8447,2023-09-11,Jasola Vihar,Kirti Nagar,1.12,154.33,64.6,22.0,Return,peak,89.73000000000002,1974.0600000000004
142691,2023-04-10,Punjabi Bagh,Janakpuri West,7.58,60.54,47.53,18.0,Single,maintenance,13.009999999999998,234.17999999999995
29088,2022-06-24,Chandni Chowk,AIIMS,4.56,14.13,31.06,15.0,Single,,-16.93,-253.95
125852,2024-02-03,Old Delhi,Noida City Centre,3.11,164.11,45.1,24.0,Smart Card,,119.01000000000002,2856.2400000000007
103464,2022-08-23,Hauz Khas,Noida City Centre,3.04,31.97,107.47,20.0,Return,,-75.5,-1510.0
67335,2022-07-04,Hauz Khas,Old Delhi,4.63,49.17,93.51,25.0,Tourist Card,peak,-44.34,-1108.5
55935,2022-08-28,Inderlok,Chandni Chowk,5.51,88.66,70.58,19.0,Single,weekend,18.08,343.52
17144,2023-11-28,Noida City Centre,AIIMS,2.63,137.0,55.29,14.0,Smart Card,festival,81.71000000000001,1143.94
54634,2023-12-25,New Delhi,Rajouri Garden,2.75,103.93,109.62,21.0,Single,festival,-5.689999999999998,-119.48999999999995
655,2023-04-18,Central Secretariat,Shivaji Park,12.98,112.48,46.06,20.0,Single,maintenance,66.42,1328.4
5813,2024-06-17,Jasola Vihar,Central Secretariat,1.73,193.53,63.3,23.0,Smart Card,off-peak,130.23000000000002,2995.2900000000004
21673,2024-01-03,Janakpuri West,Central Secretariat,0.92,71.91,86.05,18.0,Tourist Card,peak,-14.14,-254.52
133965,2023-05-30,Kirti Nagar,Jasola Vihar,9.5,164.14,92.35,24.0,Return,weekend,71.78999999999999,1722.9599999999998
148731,2022-05-25,Shivaji Park,Barakhamba Road,2.17,52.9,52.35,22.0,Tourist Card,maintenance,0.5499999999999972,12.099999999999937
5637,2023-10-06,Rajouri Garden,Inderlok,7.9,69.22,111.0,23.0,Tourist Card,maintenance,-41.78,-960.94
68581,2022-10-27,Pragati Maidan,Rajiv Chowk,0.79,171.79,10.58,25.0,Single,maintenance,161.20999999999998,4030.2499999999995
43791,2022-11-20,Rajouri Garden,Barakhamba Road,4.79,104.06,106.98,19.0,Single,,-2.9200000000000017,-55.48000000000003
106750,2023-09-23,Model Town,Rajouri Garden,4.15,51.4,40.49,16.0,Return,,10.909999999999997,174.55999999999995
71696,2022-11-25,Kirti Nagar,Kashmere Gate,7.22,18.78,8.28,21.0,Tourist Card,maintenance,10.500000000000002,220.50000000000003
45338,2022-05-15,Mandi House,Rajouri Garden,0.7,61.24,80.77,19.0,Smart Card,,-19.529999999999994,-371.0699999999999
37861,2023-02-06,Janakpuri West,Chandni Chowk,7.42,139.2,73.2,27.0,Return,off-peak,65.99999999999999,1781.9999999999995
13570,2024-07-20,Inderlok,Pragati Maidan,3.97,60.89,66.78,19.0,Tourist Card,peak,-5.890000000000001,-111.91000000000001
142284,2022-02-10,Central Secretariat,Barakhamba Road,9.35,170.95,104.47,19.0,Return,peak,66.47999999999999,1263.12
11222,2023-03-16,Mandi House,Punjabi Bagh,6.62,127.09,43.2,23.0,Smart Card,festival,83.89,1929.47
47589,2022-01-09,Janakpuri West,New Delhi,0.97,193.68,36.16,24.0,Single,,157.52,3780.4800000000005
141901,2023-05-16,Netaji Subhash Place,Model Town,0.88,120.79,95.26,19.0,Single,,25.53,485.07000000000005
4764,2022-09-30,Shivaji Park,Janakpuri West,3.18,171.16,13.92,19.0,Smart Card,festival,157.24,2987.5600000000004
115820,2023-04-12,Pragati Maidan,Janakpuri West,4.79,35.95,24.7,16.0,Return,festival,11.250000000000004,180.00000000000006
134732,2022-06-19,Kirti Nagar,Inderlok,4.5,177.93,99.32,30.0,Smart Card,maintenance,78.61000000000001,2358.3
3327,2024-05-29,Chandni Chowk,Jasola Vihar,8.84,64.46,113.33,32.0,Tourist Card,off-peak,-48.870000000000005,-1563.8400000000001
140538,2022-09-15,Central Secretariat,Model Town,12.28,61.82,29.41,18.0,Smart Card,festival,32.41,583.3799999999999
47802,2022-07-25,Jasola Vihar,Kalkaji Mandir,3.66,116.21,104.58,12.0,Return,,11.629999999999995,139.55999999999995
60283,2022-01-25,Old Delhi,New Delhi,4.72,55.78,88.55,21.0,Single,maintenance,-32.769999999999996,-688.17
59165,2023-12-25,Janakpuri West,Chandni Chowk,2.16,102.33,104.55,23.0,Return,,-2.219999999999999,-51.059999999999974
25939,2023-08-14,Kirti Nagar,Rajiv Chowk,9.9,160.5,92.39,21.0,Single,festival,68.11,1430.31
87454,2022-04-29,Noida City Centre,Janakpuri West,1.59,99.69,57.51,18.0,Smart Card,peak,42.18,759.24
49157,2023-12-16,Aiims,Central Secretariat,6.2,149.4,109.06,16.0,Return,,40.34,645.44
96368,2023-06-06,Inderlok,Inderlok,8.88,13.38,26.42,23.0,Smart Card,,-13.040000000000001,-299.92
86073,2022-01-15,Netaji Subhash Place,Hauz Khas,0.91,145.23,15.72,19.0,Return,festival,129.51,2460.6899999999996
78841,2023-09-04,Mandi House,Barakhamba Road,7.45,97.11,58.34,19.0,Single,,38.769999999999996,736.6299999999999
46901,2022-08-19,Kalkaji Mandir,Rajouri Garden,3.58,115.59,56.68,18.0,Tourist Card,weekend,58.910000000000004,1060.38
33314,2023-12-25,New Delhi,Mandi House,7.87,75.91,54.9,22.0,Tourist Card,,21.009999999999998,462.21999999999997
149931,2022-10-11,Model Town,Jasola Vihar,5.95,184.15,110.1,13.0,Return,maintenance,74.05000000000001,962.6500000000001
87760,2022-03-15,Old Delhi,Pragati Maidan,3.66,106.26,116.32,16.0,Tourist Card,festival,-10.059999999999988,-160.9599999999998
46331,2023-02-27,Kirti Nagar,Punjabi Bagh,2.7,180.15,56.94,16.0,Tourist Card,festival,123.21000000000001,1971.3600000000001
107799,2024-11-30,Pragati Maidan,Jasola Vihar,4.35,101.13,26.51,20.0,Smart Card,off-peak,74.61999999999999,1492.3999999999999
97555,2023-10-16,Jasola Vihar,Dilshad Garden,2.06,144.56,23.35,16.0,Return,maintenance,121.21000000000001,1939.3600000000001
21342,2023-11-24,Jasola Vihar,Janakpuri West,2.41,65.26,95.38,21.0,Smart Card,festival,-30.11999999999999,-632.5199999999998
94949,2022-12-21,Netaji Subhash Place,Dilshad Garden,16.92,196.27,45.92,18.0,Tourist Card,weekend,150.35000000000002,2706.3
142227,2023-11-21,Shivaji Park,Punjabi Bagh,1.07,43.88,34.29,16.0,Tourist Card,,9.590000000000003,153.44000000000005
99247,2024-11-23,Rajiv Chowk,Model Town,4.22,116.19,86.46,19.0,Single,festival,29.730000000000004,564.8700000000001
111777,2023-09-04,Shivaji Park,AIIMS,2.59,52.92,11.75,31.0,Return,,41.17,1276.27
85156,2022-06-06,Aiims,Model Town,14.67,141.04,40.77,27.0,Single,off-peak,100.26999999999998,2707.2899999999995
15578,2023-12-24,Rajiv Chowk,AIIMS,4.0,57.52,52.24,24.0,Single,maintenance,5.280000000000001,126.72000000000003
114882,2024-03-16,Janakpuri West,Hauz Khas,11.56,106.78,47.19,26.0,Smart Card,festival,59.59,1549.3400000000001
114827,2023-01-01,Old Delhi,Kirti Nagar,8.7,33.75,7.72,21.0,Return,,26.03,546.63
24919,2024-03-21,Jasola Vihar,Rajouri Garden,4.5,11.01,44.62,15.0,Smart Card,off-peak,-33.61,-504.15
31626,2023-02-14,Model Town,Central Secretariat,0.62,133.25,57.28,18.0,Single,weekend,75.97,1367.46
137800,2024-03-15,Aiims,Noida City Centre,4.63,118.67,101.37,23.0,Tourist Card,peak,17.299999999999997,397.8999999999999
125550,2023-09-25,Barakhamba Road,Central Secretariat,1.51,105.18,70.79,20.0,Tourist Card,off-peak,34.39,687.8
23549,2024-12-11,Kirti Nagar,Kalkaji Mandir,9.33,159.53,117.17,17.0,Return,off-peak,42.36,720.12
86451,2023-05-19,Dilshad Garden,Barakhamba Road,1.39,189.04,83.34,23.0,Smart Card,festival,105.69999999999999,2431.1
57940,2023-07-11,Barakhamba Road,Jasola Vihar,4.31,133.54,30.94,25.0,Tourist Card,peak,102.6,2565.0
23778,2023-01-16,Punjabi Bagh,Central Secretariat,0.62,65.99,98.04,14.0,Smart Card,weekend,-32.05000000000001,-448.70000000000016
51429,2022-07-02,Kashmere Gate,Punjabi Bagh,4.1,19.81,21.68,18.0,Smart Card,festival,-1.870000000000001,-33.66000000000002
88993,2023-11-27,Kirti Nagar,Rajiv Chowk,11.57,152.61,26.57,20.0,Single,peak,126.04000000000002,2520.8
78354,2023-02-16,Old Delhi,Dilshad Garden,11.52,24.73,40.3,21.0,Smart Card,festival,-15.569999999999997,-326.9699999999999
139719,2024-08-02,Janakpuri West,Netaji Subhash Place,2.03,98.79,59.23,16.0,Tourist Card,peak,39.56000000000001,632.9600000000002
87839,2023-08-14,Kirti Nagar,Pragati Maidan,2.4,85.49,49.83,31.0,Smart Card,off-peak,35.66,1105.4599999999998
41303,2024-10-29,Mandi House,Central Secretariat,6.05,181.45,116.78,19.0,Smart Card,maintenance,64.66999999999999,1228.7299999999998
114920,2022-06-25,Rajouri Garden,Pragati Maidan,0.81,113.03,6.49,24.0,Return,maintenance,106.54,2556.96
41140,2022-08-29,Noida City Centre,Barakhamba Road,4.41,182.63,8.06,21.0,Single,festival,174.57,3665.97
104505,2023-07-03,Kashmere Gate,Kalkaji Mandir,0.83,66.28,10.01,27.0,Smart Card,festival,56.27,1519.2900000000002
99042,2024-03-01,Aiims,Old Delhi,12.91,57.41,113.16,16.0,Return,peak,-55.75,-892.0
19223,2024-04-04,Chandni Chowk,Central Secretariat,6.74,31.79,82.12,15.0,Smart Card,weekend,-50.330000000000005,-754.95
37707,2023-12-14,Kashmere Gate,Chandni Chowk,11.74,104.86,16.41,20.0,Smart Card,weekend,88.45,1769.0
24601,2023-09-17,Shivaji Park,Punjabi Bagh,2.02,150.21,100.37,20.0,Single,festival,49.84,996.8000000000001
110362,2022-05-29,Chandni Chowk,Kirti Nagar,0.66,191.45,78.32,22.0,Smart Card,festival,113.13,2488.8599999999997
14250,2024-12-26,Aiims,Barakhamba Road,1.94,162.31,48.65,25.0,Smart Card,peak,113.66,2841.5
40116,2024-05-04,Punjabi Bagh,Kashmere Gate,1.26,193.35,109.75,19.0,Smart Card,off-peak,83.6,1588.3999999999999
122990,2023-12-19,Punjabi Bagh,Kirti Nagar,7.77,190.12,25.43,18.0,Return,festival,164.69,2964.42
51483,2024-06-07,Kalkaji Mandir,Rajiv Chowk,12.68,153.89,9.4,17.0,Smart Card,weekend,144.48999999999998,2456.3299999999995
55088,2024-08-15,New Delhi,Noida City Centre,0.69,73.47,31.54,12.0,Single,weekend,41.93,503.15999999999997
108492,2023-01-11,Model Town,Kashmere Gate,5.98,177.06,35.88,26.0,Single,off-peak,141.18,3670.6800000000003
39264,2023-07-03,Central Secretariat,Kashmere Gate,1.0,131.6,7.54,23.0,Tourist Card,off-peak,124.05999999999999,2853.3799999999997
131828,2023-10-23,New Delhi,Dilshad Garden,9.08,117.97,104.86,24.0,Tourist Card,peak,13.11,314.64
86841,2024-01-30,Netaji Subhash Place,Kashmere Gate,3.06,167.2,116.97,20.0,Single,,50.22999999999999,1004.5999999999998
133852,2022-10-13,Aiims,Noida City Centre,0.88,34.78,68.29,13.0,Return,maintenance,-33.510000000000005,-435.63000000000005
24504,2024-08-04,Hauz Khas,Noida City Centre,0.93,44.56,54.33,14.0,Tourist Card,,-9.769999999999996,-136.77999999999994
48571,2024-04-16,Model Town,Kashmere Gate,11.82,80.7,103.36,26.0,Tourist Card,peak,-22.659999999999997,-589.1599999999999
21752,2023-09-05,Netaji Subhash Place,Hauz Khas,3.8,33.72,93.97,22.0,Tourist Card,off-peak,-60.25,-1325.5
113784,2024-05-15,Barakhamba Road,Hauz Khas,3.73,171.69,34.84,20.0,Return,festival,136.85,2737.0
63754,2022-08-27,Rajouri Garden,AIIMS,1.51,95.11,26.05,18.0,Tourist Card,,69.06,1243.08
103987,2023-05-21,Kashmere Gate,Model Town,3.06,15.64,77.6,16.0,Return,festival,-61.959999999999994,-991.3599999999999
140184,2023-11-22,Hauz Khas,Netaji Subhash Place,0.8,184.71,98.4,19.0,Smart Card,,86.31,1639.89
8434,2024-08-02,Dilshad Garden,Pragati Maidan,9.27,13.84,30.14,24.0,Tourist Card,maintenance,-16.3,-391.20000000000005
83601,2023-10-04,Inderlok,AIIMS,3.3,194.32,79.7,22.0,Return,festival,114.61999999999999,2521.64
15735,2023-07-09,Punjabi Bagh,Old Delhi,4.14,164.65,66.85,13.0,Return,festival,97.80000000000001,1271.4
84524,2024-11-16,Netaji Subhash Place,Barakhamba Road,8.68,130.45,72.83,25.0,Tourist Card,festival,57.61999999999999,1440.4999999999998
77910,2024-11-10,Dilshad Garden,Kashmere Gate,0.8,135.52,45.0,24.0,Smart Card,,90.52000000000001,2172.4800000000005
7869,2023-01-27,Aiims,Dilshad Garden,10.35,144.04,118.85,25.0,Return,,25.189999999999998,629.75
132342,2022-08-15,Kirti Nagar,Model Town,3.7,53.63,48.65,22.0,Single,maintenance,4.980000000000004,109.56000000000009
46502,2023-03-16,Hauz Khas,Janakpuri West,3.48,22.23,20.98,23.0,Single,maintenance,1.25,28.75
111002,2023-09-18,Punjabi Bagh,Shivaji Park,1.14,115.42,54.33,17.0,Return,weekend,61.09,1038.53
13441,2023-02-19,Barakhamba Road,Noida City Centre,1.95,12.47,94.23,25.0,Return,maintenance,-81.76,-2044.0000000000002
72535,2023-12-14,Old Delhi,Central Secretariat,2.84,72.02,79.4,16.0,Tourist Card,weekend,-7.38000000000001,-118.08000000000015
142356,2022-08-19,Noida City Centre,Pragati Maidan,7.88,22.46,94.15,22.0,Tourist Card,,-71.69,-1577.1799999999998
27303,2024-11-10,Rajiv Chowk,Kalkaji Mandir,3.65,106.19,90.12,18.0,Tourist Card,,16.069999999999993,289.2599999999999
74206,2023-04-24,Pragati Maidan,Kalkaji Mandir,1.15,191.91,40.41,26.0,Tourist Card,,151.5,3939.0
75058,2024-03-12,Hauz Khas,Inderlok,2.45,118.45,41.36,27.0,Smart Card,maintenance,77.09,2081.4300000000003
18668,2024-12-28,Model Town,Central Secretariat,3.71,14.0,77.84,23.0,Tourist Card,festival,-63.84,-1468.3200000000002
20117,2022-12-29,Shivaji Park,Janakpuri West,1.0,16.23,89.67,25.0,Tourist Card,festival,-73.44,-1836.0
9046,2022-02-02,Netaji Subhash Place,Model Town,6.72,199.32,55.76,22.0,Smart Card,peak,143.56,3158.32
89045,2022-04-14,Noida City Centre,Punjabi Bagh,1.92,128.47,32.84,16.0,Tourist Card,peak,95.63,1530.08
63218,2022-08-25,Kirti Nagar,Central Secretariat,6.23,195.01,54.88,23.0,Smart Card,weekend,140.13,3222.99
149705,2024-08-09,Rajiv Chowk,Shivaji Park,1.32,38.77,92.85,19.0,Smart Card,peak,-54.07999999999999,-1027.5199999999998
119244,2022-05-25,Old Delhi,Inderlok,4.75,162.73,47.62,14.0,Return,off-peak,115.10999999999999,1611.5399999999997
23005,2024-03-15,Old Delhi,Dilshad Garden,10.6,165.64,23.23,19.0,Smart Card,off-peak,142.41,2705.79
23332,2024-01-26,Pragati Maidan,Shivaji Park,2.31,89.72,69.35,19.0,Smart Card,weekend,20.370000000000005,387.0300000000001
140400,2022-04-06,Noida City Centre,Jasola Vihar,10.98,165.83,47.49,21.0,Tourist Card,weekend,118.34,2485.14
109877,2024-12-05,Mandi House,Dilshad Garden,4.3,21.37,24.78,21.0,Return,,-3.41,-71.61
76412,2023-11-25,Shivaji Park,Punjabi Bagh,0.72,199.71,107.33,14.0,Smart Card,weekend,92.38000000000001,1293.3200000000002
132747,2024-03-30,Punjabi Bagh,Janakpuri West,6.05,99.93,30.83,26.0,Tourist Card,,69.10000000000001,1796.6000000000001
133640,2022-06-27,Laxmi Nagar,Kalkaji Mandir,10.48,68.99,95.6,19.0,Smart Card,off-peak,-26.61,-505.59
118207,2022-05-16,Noida City Centre,Netaji Subhash Place,15.92,75.08,117.78,24.0,Single,peak,-42.7,-1024.8000000000002
126219,2022-12-19,Old Delhi,Kashmere Gate,7.89,49.29,78.32,18.0,Single,peak,-29.029999999999994,-522.5399999999998
70269,2024-05-07,Aiims,Old Delhi,2.2,78.44,38.05,22.0,Tourist Card,maintenance,40.39,888.58
146219,2023-08-16,Rajouri Garden,Chandni Chowk,7.36,24.29,32.69,21.0,Return,festival,-8.399999999999999,-176.39999999999998
33542,2022-07-31,Mandi House,Old Delhi,4.1,91.91,78.46,15.0,Tourist Card,maintenance,13.450000000000003,201.75000000000006
8522,2023-04-10,Janakpuri West,Pragati Maidan,7.15,158.37,118.09,17.0,Tourist Card,festival,40.28,684.76
21585,2022-05-26,Aiims,New Delhi,17.03,15.15,101.16,26.0,Smart Card,festival,-86.00999999999999,-2236.2599999999998
148152,2022-02-09,New Delhi,Hauz Khas,13.53,59.35,31.96,17.0,Smart Card,maintenance,27.39,465.63
98323,2022-12-06,Aiims,Punjabi Bagh,4.88,188.11,112.94,26.0,Return,peak,75.17000000000002,1954.4200000000005
133317,2022-05-28,Barakhamba Road,Punjabi Bagh,1.08,180.8,57.05,26.0,Return,off-peak,123.75000000000001,3217.5000000000005
134276,2024-12-18,Chandni Chowk,Netaji Subhash Place,4.22,120.27,62.41,27.0,Return,festival,57.86,1562.22
28886,2022-01-16,Hauz Khas,Noida City Centre,5.96,24.49,112.99,21.0,Smart Card,,-88.5,-1858.5
123746,2023-04-15,Dilshad Garden,Pragati Maidan,1.36,133.09,63.57,17.0,Single,weekend,69.52000000000001,1181.8400000000001
125866,2024-02-23,Hauz Khas,Noida City Centre,8.15,88.16,35.22,19.0,Smart Card,off-peak,52.94,1005.8599999999999
105228,2024-11-19,Kalkaji Mandir,Kashmere Gate,5.22,106.54,71.93,14.0,Smart Card,peak,34.61,484.53999999999996
883,2022-01-22,Noida City Centre,Hauz Khas,0.63,15.42,49.79,19.0,Return,off-peak,-34.37,-653.03
91075,2023-08-28,Mandi House,Kirti Nagar,5.89,118.17,52.83,16.0,Return,festival,65.34,1045.44
112273,2023-05-29,Chandni Chowk,Punjabi Bagh,2.47,151.98,55.87,21.0,Return,off-peak,96.10999999999999,2018.3099999999997
1937,2022-10-23,Aiims,Laxmi Nagar,3.73,155.27,47.41,14.0,Tourist Card,peak,107.86000000000001,1510.0400000000002
45690,2023-01-31,Aiims,Punjabi Bagh,1.68,84.72,17.47,23.0,Return,peak,67.25,1546.75
134313,2022-06-20,Janakpuri West,Kalkaji Mandir,1.26,159.83,102.06,20.0,Smart Card,peak,57.77000000000001,1155.4
10359,2022-04-20,Kalkaji Mandir,Rajiv Chowk,7.15,117.96,97.14,18.0,Return,festival,20.819999999999993,374.7599999999999
364,2023-08-21,Hauz Khas,Model Town,3.46,164.37,74.88,24.0,Tourist Card,peak,89.49000000000001,2147.76
109322,2022-04-01,Netaji Subhash Place,Shivaji Park,1.48,168.75,62.68,34.0,Return,festival,106.07,3606.3799999999997
145065,2024-02-27,Noida City Centre,Jasola Vihar,9.82,78.29,94.19,21.0,Tourist Card,peak,-15.899999999999991,-333.8999999999998
24055,2022-06-18,Old Delhi,Noida City Centre,2.53,138.62,45.91,16.0,Tourist Card,peak,92.71000000000001,1483.3600000000001
139811,2022-09-24,Barakhamba Road,Model Town,0.64,97.76,52.09,25.0,Return,peak,45.67,1141.75
34410,2022-06-22,Old Delhi,Jasola Vihar,1.33,94.17,109.6,23.0,Smart Card,maintenance,-15.429999999999993,-354.8899999999998
106312,2024-06-07,Kalkaji Mandir,Hauz Khas,7.82,182.81,48.2,21.0,Return,peak,134.61,2826.8100000000004
129864,2022-05-12,Pragati Maidan,Janakpuri West,10.73,35.81,89.73,24.0,Single,festival,-53.92,-1294.08
46234,2023-09-19,Janakpuri West,Shivaji Park,3.5,135.7,91.49,32.0,Smart Card,festival,44.209999999999994,1414.7199999999998
64017,2024-04-23,Noida City Centre,Kalkaji Mandir,2.69,58.69,40.78,19.0,Single,festival,17.909999999999997,340.28999999999996
63581,2024-04-25,Laxmi Nagar,New Delhi,2.03,121.29,74.11,19.0,Smart Card,festival,47.18000000000001,896.4200000000001
36111,2023-04-01,Barakhamba Road,Old Delhi,5.08,16.22,49.83,21.0,Tourist Card,off-peak,-33.61,-705.81
